ord,Col,Row,Blk,Plot,id,"Clone
Number",Stems,DBHeq,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Year,Ht,Canker13
925,8,5,2,39,5,18XAG04,1,3.0,0.049,3.0,,,,,,2009,,
926,8,6,2,39,5,18XAG04,1,1.7,0.016,1.7,,,,,,2009,,
927,8,7,2,39,5,18XAG04,3,1.8,0.019,1.6,0.7,0.6,,,,2009,,
928,8,8,2,39,5,18XAG04,3,3.3,0.059,2.3,2.0,1.2,,,,2009,,
929,3,5,1,12,5,1XTE04,3,3.6,0.071,2.7,1.8,1.6,,,,2009,,
930,3,6,1,12,5,1XTE04,2,2.6,0.037,2.4,1.0,,,,,2009,,
931,3,7,1,12,5,1XTE04,2,2.9,0.047,2.3,1.8,,,,,2009,,
932,3,8,1,12,5,1XTE04,2,3.3,0.058,2.4,2.2,,,,,2009,,
933,6,13,3,27,5,1XTE04,NA,0.0,0.000,,,,,,,2009,,
934,6,14,3,27,5,1XTE04,NA,0.0,0.000,,,,,,,2009,,
935,6,15,3,27,5,1XTE04,NA,0.0,0.000,,,,,,,2009,,
936,6,16,3,27,5,1XTE04,1,1.7,0.016,1.7,,,,,,2009,,
937,8,1,2,40,5,1XTE04,1,1.3,0.009,1.3,,,,,,2009,,
938,8,2,2,40,5,1XTE04,NA,0.0,0.000,,,,,,,2009,,
939,8,3,2,40,5,1XTE04,1,0.7,0.003,0.7,,,,,,2009,,
940,8,4,2,40,5,1XTE04,1,1.4,0.011,1.4,,,,,,2009,,
941,1,9,4,3,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
942,1,10,4,3,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
943,1,11,4,3,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
944,1,12,4,3,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
945,5,5,1,22,5,2XT4E04,1,1.1,0.007,1.1,,,,,,2009,,
946,5,6,1,22,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
947,5,7,1,22,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
948,5,8,1,22,5,2XT4E04,2,1.1,0.007,0.9,0.7,,,,,2009,,
949,7,5,2,32,5,2XT4E04,2,0.5,0.001,0.4,0.3,,,,,2009,,
950,7,6,2,32,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
951,7,7,2,32,5,2XT4E04,1,2.0,0.022,2.0,,,,,,2009,,
952,7,8,2,32,5,2XT4E04,3,2.0,0.022,1.7,0.8,0.7,,,,2009,,
953,10,9,3,48,5,2XT4E04,2,2.2,0.026,1.7,1.4,,,,,2009,,
954,10,10,3,48,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
955,10,11,3,48,5,2XT4E04,3,2.4,0.031,1.6,1.6,0.7,,,,2009,,
956,10,12,3,48,5,2XT4E04,NA,0.0,0.000,,,,,,,2009,,
957,2,1,1,10,5,80XAA04,1,5.3,0.153,5.3,,,,,,2009,,
958,2,2,1,10,5,80XAA04,1,3.3,0.059,3.3,,,,,,2009,,
959,2,3,1,10,5,80XAA04,1,3.4,0.063,3.4,,,,,,2009,,
960,2,4,1,10,5,80XAA04,1,2.1,0.024,2.1,,,,,,2009,,
961,2,17,5,6,5,80XAA04,3,3.8,0.078,3.0,2.2,0.7,,,,2009,,
962,2,18,5,6,5,80XAA04,2,3.8,0.077,3.7,0.7,,,,,2009,,
963,2,19,5,6,5,80XAA04,5,5.8,0.186,3.3,3.1,2.6,2.2,1.4,,2009,,
964,2,20,5,6,5,80XAA04,4,4.6,0.118,4.3,1.4,0.9,0.6,,,2009,,
965,3,9,4,13,5,80XAA04,4,5.4,0.157,4.8,1.7,1.6,0.6,,,2009,,
